permno,ticker,comnam,rtype,ptype,psub,date,caldt,ym,usdret,usdprc,market_equity,assets,sales,net_income,book_equity,debt_at,cash_at,ocf_at,roe,btm,beta
16346,QCP,QUALITY CARE PROPERTIES INC,2.0,3.0,6.0,2018-02-28,2018-02-28,2018m2,-0.0822,12.39,1162.3059,4464.183,361.7,-487.506,2657.623,0.39477795,0.06988804,0.046365485,0.0267382057970288,2.286509174596575,
16346,QCP,QUALITY CARE PROPERTIES INC,2.0,3.0,6.0,2018-03-29,2018-03-29,2018m3,0.5682,19.43,1822.7283,4464.183,361.7,-487.506,2657.623,0.39477795,0.06988804,0.046365485,0.0267382057970288,1.4580466751525718,
16346,QCP,QUALITY CARE PROPERTIES INC,2.0,3.0,6.0,2018-04-30,2018-04-30,2018m4,0.1307,21.97,2069.486,4392.064,318.498,-443.541,2598.693,0.4012191,0.07413621,0.03146539,0.0267382057970288,1.2557191086261879,
16346,QCP,QUALITY CARE PROPERTIES INC,2.0,3.0,6.0,2018-05-31,2018-05-31,2018m5,-0.0464,20.95,1973.4062,4392.064,318.498,-443.541,2598.693,0.4012191,0.07413621,0.03146539,0.0267382057970288,1.3168566356949436,
16346,QCP,QUALITY CARE PROPERTIES INC,2.0,3.0,6.0,2018-06-29,2018-06-29,2018m6,0.0267,21.51,2026.156,4392.064,318.498,-443.541,2598.693,0.4012191,0.07413621,0.03146539,-0.1706738936948078,1.282573067046355,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2016-12-30,2016-12-30,2016m12,,18.19,60.9365,,,,,,,,,,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-01-31,2017-01-31,2017m1,0.0219,18.5875,62.268124,,,,,,,,,,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-02-28,2017-02-28,2017m2,-0.1118,16.51,55.308502,,,,,,,,,,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-03-31,2017-03-31,2017m3,0.0333,17.06,60.153557,,,,,,,,,,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-04-28,2017-04-28,2017m4,0.0551,18.0,63.468,63.327,,,60.439,0.0,0.52115214,,,0.952275149303986,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-05-31,2017-05-31,2017m5,-0.0128,17.77,62.65702,63.327,,,60.439,0.0,0.52115214,,,0.9646005490906451,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-06-30,2017-06-30,2017m6,-0.049,16.75,59.0605,63.327,,,60.439,0.0,0.52115214,,,1.0233404589535373,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-07-31,2017-07-31,2017m7,0.0896,18.25,64.3495,63.507,,,60.618,0.0,0.5251547,,,0.9420119819193246,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-08-31,2017-08-31,2017m8,-0.0641,17.08,59.79708,63.507,,,60.618,0.0,0.5251547,,,1.0137284622694227,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-09-29,2017-09-29,2017m9,0.1036,18.7,65.468704,63.507,,,60.618,0.0,0.5251547,,,0.9259080623290609,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-10-31,2017-10-31,2017m10,0.054,19.71,69.00471,63.912,,,59.978,0.0,0.40299162,,,0.86918714154817,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-11-30,2017-11-30,2017m11,-0.0791,18.15,63.543148,63.912,,,59.978,0.0,0.40299162,,,0.9438940649165117,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2017-12-29,2017-12-29,2017m12,0.7939,32.31,113.11732,63.912,,,59.978,0.0,0.40299162,,,0.5302283029476071,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-01-31,2018-01-31,2018m1,-0.1158,28.57,193.76173,70.143,4.576,-4.871,59.96,0.0,0.31655332,-0.60771567,,0.3094522211526646,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-02-28,2018-02-28,2018m2,-0.1264,24.96,169.27872,70.143,4.576,-4.871,59.96,0.0,0.31655332,-0.60771567,,0.35420872457874875,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-03-29,2018-03-29,2018m3,0.0817,26.75,181.4185,70.143,4.576,-4.871,59.96,0.0,0.31655332,-0.60771567,,0.3305065309462522,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-04-30,2018-04-30,2018m4,0.2763,34.14,231.53748,80.028,6.571,-0.072,58.549,0.0,0.14692357,0.06266557,,0.2528705184945727,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-05-31,2018-05-31,2018m5,0.1005,37.57,254.79974,80.028,6.571,-0.072,58.549,0.0,0.14692357,0.06266557,,0.22978438311267313,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-06-29,2018-06-29,2018m6,-0.0186,36.62,248.50331,80.028,6.571,-0.072,58.549,0.0,0.14692357,0.06266557,-0.0012092710782667,0.2356065164579122,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-07-31,2018-07-31,2018m7,-0.1158,32.38,219.73068,158.898,8.231,1.464,137.705,0.0,0.57226646,0.036161564,-0.0012092710782667,0.6266989986596874,
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-08-31,2018-08-31,2018m8,0.4021,45.4,308.0844,158.898,8.231,1.464,137.705,0.0,0.57226646,0.036161564,-0.0012092710782667,0.4469716709441644,2.144968288237339
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-09-28,2018-09-28,2018m9,0.0703,48.24,327.35666,158.898,8.231,1.464,137.705,0.0,0.57226646,0.036161564,-0.0012092710782667,0.4206574059912293,2.0001504418136293
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-10-31,2018-10-31,2018m10,-0.1503,40.99,400.71826,161.699,10.519,3.428,137.576,0.0,0.4861131,0.04458902,-0.0012092710782667,0.34332352975767966,2.1834217295261453
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-11-30,2018-11-30,2018m11,0.204,49.35,482.4456,161.699,10.519,3.428,137.576,0.0,0.4861131,0.04458902,-0.0012092710782667,0.28516376933759097,2.128377459475196
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2018-12-31,2018-12-31,2018m12,-0.0732,45.39,443.73264,161.699,10.519,3.428,137.576,0.0,0.4861131,0.04458902,-0.0012092710782667,0.31004257130816176,1.7876031192108195
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-01-31,2019-01-31,2019m1,0.3642,61.92,605.3299,166.212,13.108,4.926,137.081,0.0,0.34294757,0.078634515,-0.0012092710782667,0.2264566797605087,2.0600585236622835
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-02-28,2019-02-28,2019m2,0.2757,78.99,772.20624,166.212,13.108,4.926,137.081,0.0,0.34294757,0.078634515,-0.0012092710782667,0.17751862750702127,2.166945459773927
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-03-29,2019-03-29,2019m3,0.0399,81.69,801.0522,166.212,13.108,4.926,137.081,0.0,0.34294757,0.078634515,-0.0012092710782667,0.17112617104281205,2.170549049001093
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-04-30,2019-04-30,2019m4,0.0422,85.14,834.8828,281.466,16.434,6.985,249.292,0.0,0.47427753,0.055754513,-0.0012092710782667,0.29859520846979837,2.1513262562067186
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-05-31,2019-05-31,2019m5,-0.013,84.03,823.99817,281.466,16.434,6.985,249.292,0.0,0.47427753,0.055754513,-0.0012092710782667,0.3025395094649878,2.048556791375141
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-06-28,2019-06-28,2019m6,0.4776,123.56,1211.6294,281.466,16.434,6.985,249.292,0.0,0.47427753,0.055754513,0.0279084076825034,0.2057493921738973,2.3297132634464366
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-07-31,2019-07-31,2019m7,-0.1448,105.67,1173.8881,420.408,21.265,9.681,254.367,0.31682557,0.61119914,0.04875264,0.0279084076825034,0.21668762641285305,2.378592017845723
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-08-30,2019-08-30,2019m8,-0.1562,89.16,1007.8647,420.408,21.265,9.681,254.367,0.31682557,0.61119914,0.04875264,0.0279084076825034,0.252382098062674,2.490354724116947
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-09-30,2019-09-30,2019m9,0.0448,92.37,1044.1505,420.408,21.265,9.681,254.367,0.31682557,0.61119914,0.04875264,0.0279084076825034,0.24361143761797868,2.4756429828657023
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-10-31,2019-10-31,2019m10,-0.1772,76.0,859.104,430.721,27.434,11.551,252.179,0.31033546,0.45548046,0.06179406,0.0279084076825034,0.293537221168208,2.468453766881113
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-11-29,2019-11-29,2019m11,0.0186,77.41,917.61816,430.721,27.434,11.551,252.179,0.31033546,0.45548046,0.06179406,0.0279084076825034,0.27481909610089567,2.426779002780945
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2019-12-31,2019-12-31,2019m12,-0.007,75.87,899.36304,430.721,27.434,11.551,252.179,0.31033546,0.45548046,0.06179406,0.0279084076825034,0.28039734885078904,2.3078724510112694
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-01-31,2020-01-31,2020m1,0.1796,89.5,1524.722,623.15,36.339,16.239,435.774,0.21529005,0.5104694,0.050113134,0.0279084076825034,0.2858055349213865,2.24707271900488
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-02-28,2020-02-28,2020m2,0.0273,91.94,1566.2899,623.15,36.339,16.239,435.774,0.21529005,0.5104694,0.050113134,0.0279084076825034,0.2782205221216834,2.0759181672387
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-03-31,2020-03-31,2020m3,-0.1633,75.93,1293.5435,623.15,36.339,16.239,435.774,0.21529005,0.5104694,0.050113134,0.0279084076825034,0.3368839059655947,1.641698236847109
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-04-30,2020-04-30,2020m4,0.0333,78.46,1336.6445,745.857,49.513,23.475,533.01,0.18214752,0.31763595,0.06024479,0.0279084076825034,0.3987672187822753,1.3019907113803852
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-05-29,2020-05-29,2020m5,0.0415,81.72,1504.547,745.857,49.513,23.475,533.01,0.18214752,0.31763595,0.06024479,0.0279084076825034,0.3542661078488243,1.2570892414341783
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-06-30,2020-06-30,2020m6,0.0901,88.02,1638.4922,745.857,49.513,23.475,533.01,0.18214752,0.31763595,0.06024479,0.0439605918340976,0.32530517600289227,1.2439464577579875
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-07-31,2020-07-31,2020m7,0.1842,104.23,2261.791,1080.47,64.271,31.706,844.97,0.12620248,0.37409645,0.054000575,0.0439605918340976,0.3735844605903573,1.2664911212324048
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-08-31,2020-08-31,2020m8,0.1809,123.09,2671.053,1080.47,64.271,31.706,844.97,0.12620248,0.37409645,0.054000575,0.0439605918340976,0.3163433936740024,1.286312975368591
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-09-30,2020-09-30,2020m9,0.0178,124.11,2693.187,1080.47,64.271,31.706,844.97,0.12620248,0.37409645,0.054000575,0.0439605918340976,0.31374352048451337,1.2863772780585911
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-10-30,2020-10-30,2020m10,-0.0603,116.63,2530.8708,1179.148,79.817,41.604,955.962,0.11602445,0.3264196,0.062271234,0.0439605918340976,0.3777205456531195,1.289922162022751
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-11-30,2020-11-30,2020m11,0.3175,153.66,3407.2568,1179.148,79.817,41.604,955.962,0.11602445,0.3264196,0.062271234,0.0439605918340976,0.280566442477822,1.3322718375581923
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2020-12-31,2020-12-31,2020m12,0.1999,183.13,4060.7246,1179.148,79.817,41.604,955.962,0.11602445,0.3264196,0.062271234,0.0439605918340976,0.2354165903753157,1.3516442083881255
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-01-29,2021-01-29,2021m1,0.0218,187.12,4477.033,1499.85,101.705,54.299,1255.987,0.09153382,0.40820882,0.06429043,0.0439605918340976,0.2805400497487678,1.3047756007412383
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-02-26,2021-02-26,2021m2,0.0421,195.0,4665.57,1499.85,101.705,54.299,1255.987,0.09153382,0.40820882,0.06429043,0.0439605918340976,0.26920334718949135,1.2743201714886907
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-03-31,2021-03-31,2021m3,-0.0693,180.16,4310.5083,1499.85,101.705,54.299,1255.987,0.09153382,0.40820882,0.06429043,0.0439605918340976,0.29137796764253193,1.2740372296559417
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-04-30,2021-04-30,2021m4,0.0165,183.13,4381.5684,1768.081,120.32,65.73,1510.963,0.07790933,0.42151973,0.06267473,0.0439605918340976,0.34484523354942703,1.272751904746
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-05-28,2021-05-28,2021m5,-0.0158,180.23,4312.183,1768.081,120.32,65.73,1510.963,0.07790933,0.42151973,0.06267473,0.0439605918340976,0.3503939913253479,1.2723113509049138
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-06-30,2021-06-30,2021m6,0.0676,191.02,4570.3447,1768.081,120.32,65.73,1510.963,0.07790933,0.42151973,0.06267473,0.0435020579590631,0.33060155808721037,1.2721456002022655
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-07-30,2021-07-30,2021m7,0.1255,214.99,5143.851,1797.93,140.755,79.785,1503.609,0.076875076,0.36789864,0.07444784,0.0435020579590631,0.29231192909535336,1.2403064778202983
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-08-31,2021-08-31,2021m8,0.1438,245.91,5884.135,1797.93,140.755,79.785,1503.609,0.076875076,0.36789864,0.07444784,0.0435020579590631,0.2555361385415412,1.2433435743697463
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-09-30,2021-09-30,2021m9,-0.0538,231.17,5531.4355,1797.93,140.755,79.785,1503.609,0.076875076,0.36789864,0.07444784,0.0435020579590631,0.2718298005624512,1.2578539899333068
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-10-29,2021-10-29,2021m10,0.1381,263.09,6295.2173,2090.848,164.378,95.814,1501.158,0.20667547,0.38532978,0.07513507,0.0435020579590631,0.23846006257676958,1.2628787937109651
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-11-30,2021-11-30,2021m11,-0.0238,256.83,6145.4277,2090.848,164.378,95.814,1501.158,0.20667547,0.38532978,0.07513507,0.0435020579590631,0.24427232065600232,1.2666221395834554
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2021-12-31,2021-12-31,2021m12,0.0295,262.91,6290.9106,2090.848,164.378,95.814,1501.158,0.20667547,0.38532978,0.07513507,0.0435020579590631,0.23862332153420002,1.267599487557007
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-01-31,2022-01-31,2022m1,-0.2462,198.19,4742.2905,2102.085,183.364,106.693,1497.122,0.20587322,0.32430562,0.08334344,0.0435020579590631,0.3156959592083588,1.356839129904176
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-02-28,2022-02-28,2022m2,-0.0491,188.46,4829.2876,2102.085,183.364,106.693,1497.122,0.20587322,0.32430562,0.08334344,0.0435020579590631,0.31000886740377076,1.3717856359681682
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-03-31,2022-03-31,2022m3,0.0992,205.4,5289.05,2102.085,183.364,106.693,1497.122,0.20587322,0.32430562,0.08334344,0.0435020579590631,0.2830606532821939,1.3728294809859536
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-04-29,2022-04-29,2022m4,-0.2961,144.59,3985.6233,2084.602,204.948,113.99,1596.699,0.15697673,0.19730769,0.09054342,0.0435020579590631,0.40061462773968287,1.4793778092307204
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-05-31,2022-05-31,2022m5,-0.0798,133.05,3721.5417,2084.602,204.948,113.99,1596.699,0.15697673,0.19730769,0.09054342,0.0435020579590631,0.4290423383291011,1.4872005132714383
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-06-30,2022-06-30,2022m6,-0.1611,109.87,3073.1738,2084.602,204.948,113.99,1596.699,0.15697673,0.19730769,0.09054342,0.0713467568802458,0.5195602671698516,1.5337562223097738
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-07-29,2022-07-29,2022m7,-0.1225,96.41,2696.6843,2108.108,226.5,123.113,1632.652,0.14499305,0.12094209,0.09772886,0.0713467568802458,0.6054294185680295,1.459005552779453
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-08-31,2022-08-31,2022m8,-0.0486,91.72,2565.6836,2108.108,226.5,123.113,1632.652,0.14499305,0.12094209,0.09772886,0.0713467568802458,0.6363419250811967,1.458730486593394
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-09-30,2022-09-30,2022m9,-0.0155,88.5,2475.6106,2108.108,226.5,123.113,1632.652,0.14499305,0.12094209,0.09772886,0.0713467568802458,0.6594946893055521,1.4126284498569792
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-10-31,2022-10-31,2022m10,0.2215,108.1,3023.8813,2425.682,248.634,133.988,1961.763,0.124875806,0.14651714,0.09124692,0.0713467568802458,0.6487566069114404,1.4354227221990488
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-11-30,2022-11-30,2022m11,0.1213,121.21,3390.6074,2425.682,248.634,133.988,1961.763,0.124875806,0.14651714,0.09124692,0.0713467568802458,0.5785874903243733,1.4501374824606934
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2022-12-30,2022-12-30,2022m12,-0.149,101.35,2835.0635,2425.682,248.634,133.988,1961.763,0.124875806,0.14651714,0.09124692,0.0713467568802458,0.6919643737973152,1.4466497863570016
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-01-31,2023-01-31,2023m1,-0.1142,89.78,2510.8772,2430.734,266.324,141.51,1952.906,0.124707185,0.13090573,0.09320765,0.0713467568802458,0.7777783664491663,1.3026041117524485
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-02-28,2023-02-28,2023m2,-0.0153,88.41,2472.5625,2430.734,266.324,141.51,1952.906,0.124707185,0.13090573,0.09320765,0.0713467568802458,0.7898307953224134,1.28196002344462
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-03-31,2023-03-31,2023m3,-0.1201,75.99,2127.948,2430.734,266.324,141.51,1952.906,0.124707185,0.13090573,0.09320765,0.0713467568802458,0.9177414137278613,1.3017769633079666
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-04-28,2023-04-28,2023m4,-0.0979,68.55,1919.6057,2414.836,279.554,154.386,1946.893,0.125628,0.119886816,0.09695482,0.0713467568802458,1.0142149992705207,1.3067490677685132
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-05-31,2023-05-31,2023m5,-0.0357,66.1,1853.1134,2414.836,279.554,154.386,1946.893,0.125628,0.119886816,0.09695482,0.0713467568802458,1.050606422291963,1.305071665382558
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-06-30,2023-06-30,2023m6,0.1318,73.01,2046.8354,2414.836,279.554,154.386,1946.893,0.125628,0.119886816,0.09695482,0.0792583131233687,0.9511722183988234,1.3131616393365273
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-07-31,2023-07-31,2023m7,0.0852,79.23,2221.2131,2413.236,293.293,160.428,1944.138,0.12498861,0.084149666,0.09897996,0.0792583131233687,0.8752594733770497,1.3149748035846809
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-08-31,2023-08-31,2023m8,0.1016,87.28,2447.331,2413.236,293.293,160.428,1944.138,0.12498861,0.084149666,0.09897996,0.0792583131233687,0.7943910083496564,1.2570429495916813
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-09-29,2023-09-29,2023m9,-0.1125,75.66,2121.5066,2413.236,293.293,160.428,1944.138,0.12498861,0.084149666,0.09897996,0.0792583131233687,0.9163949954681379,1.27617403365768
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-10-31,2023-10-31,2023m10,-0.0506,71.83,2014.1133,2396.255,300.975,161.483,1939.211,0.12597491,0.069599435,0.09954241,0.0792583131233687,0.9628113312746006,1.2509762888948863
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-11-30,2023-11-30,2023m11,0.1369,81.66,2289.7466,2396.255,300.975,161.483,1939.211,0.12597491,0.069599435,0.09954241,0.0792583131233687,0.8469108084979331,1.260248838848127
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2023-12-29,2023-12-29,2023m12,0.2569,100.82,2826.9927,2396.255,300.975,161.483,1939.211,0.12597491,0.069599435,0.09954241,0.0792583131233687,0.6859625160235422,1.3171824945937554
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-01-31,2024-01-31,2024m1,-0.0753,93.23,2614.1692,2389.423,309.22,165.461,1934.66,0.12643763,0.0671162,0.102458626,0.0792583131233687,0.7400668622277182,1.2331203081931963
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-02-29,2024-02-29,2024m2,0.0511,97.99,2763.8079,2389.423,309.22,165.461,1934.66,0.12643763,0.0671162,0.102458626,0.0792583131233687,0.6999979861769297,1.2015461289147076
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-03-28,2024-03-28,2024m3,0.0752,103.54,2920.3457,2389.423,309.22,165.461,1934.66,0.12643763,0.0671162,0.102458626,0.0792583131233687,0.6624763640331586,1.2057946355869142
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-04-30,2024-04-30,2024m4,-0.0014,103.4,2916.397,2391.09,317.952,165.588,1937.972,0.12645362,0.06844033,0.10687301,0.0792583131233687,0.6645089971970337,1.19268919012275
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-05-31,2024-05-31,2024m5,0.0424,107.78,3053.2996,2391.09,317.952,165.588,1937.972,0.12645362,0.06844033,0.10687301,0.0792583131233687,0.634714035062213,1.2071604260977091
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-06-28,2024-06-28,2024m6,0.031,109.22,3094.0935,2391.09,317.952,165.588,1937.972,0.12645362,0.06844033,0.10687301,0.0854002887110274,0.6263456634062408,1.1257694607239412
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-07-31,2024-07-31,2024m7,0.1244,122.81,3479.0845,2399.513,316.89,163.924,1941.418,0.12426313,0.07231801,0.10939428,0.0854002887110274,0.5580255290580036,1.1292718101750454
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-08-30,2024-08-30,2024m8,0.012,124.28,3521.1008,2399.513,316.89,163.924,1941.418,0.12426313,0.07231801,0.10939428,0.0854002887110274,0.5513667369240474,1.103395367124915
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-09-30,2024-09-30,2024m9,0.0983,134.6,3813.4873,2399.513,316.89,163.924,1941.418,0.12426313,0.07231801,0.10939428,0.0854002887110274,0.5090925553114147,1.1047550591899582
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-10-31,2024-10-31,2024m10,-0.0402,129.19,3660.2112,2384.175,321.875,164.648,1933.191,0.1251649,0.06750595,0.11112188,0.0854002887110274,0.5281637883712484,1.1070838731566923
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-11-29,2024-11-29,2024m11,-0.1561,109.02,3088.7546,2384.175,321.875,164.648,1933.191,0.1251649,0.06750595,0.11112188,0.0854002887110274,0.6258804447032169,1.0539156011230382
16515,IIPR,INNOVATIVE INDUSTRIAL PPTYS INC,2.0,4.0,8.0,2024-12-31,2024-12-31,2024m12,-0.3713,66.64,1888.0444,2384.175,321.875,164.648,1933.191,0.1251649,0.06750595,0.11112188,0.0854002887110274,1.0239117987097563,1.1112046948299636
16577,CLPR,CLIPPER REALTY INC,2.0,8.0,8.0,2017-02-28,2017-02-28,2017m2,,13.6,231.3768,963.109,153.371,-7.858,39.696,0.8388386,0.09998557,0.010713661,,0.1715642925347492,
16577,CLPR,CLIPPER REALTY INC,2.0,8.0,8.0,2017-03-31,2017-03-31,2017m3,-0.0574,12.82,228.36266,963.109,153.371,-7.858,39.696,0.8388386,0.09998557,0.010713661,,0.17382876782945655,
